Title,Domain,Datasets,GIT link
A Style-Based Generator Architecture for Generative Adversarial Networks Edit social previewA Style-Based Generator Architecture for Generative Adversarial Networks Edit social preview,['IMAGE GENERATION'],"['', ' LSUN ', ' Perceptual Similarity ', ' FFHQ ', ' CelebA-HQ ']","['https://github.com/heavenstobetsy/ArtGenerationwithStyleGan', 'https://github.com/ialhashim/StyleGAN-Tensorflow2', 'https://github.com/podgorskiy/StyleGan', 'https://github.com/LeChangAlex/GAN-Metric', 'https://github.com/sergkuzn148/lol3', 'https://github.com/NVlabs/stylegan', 'https://github.com/ashutosh1919/FaceGenerationStyleGAN', 'https://github.com/RUTILEA/Chainer-StyleBasedGAN', 'https://github.com/itsuki8914/stylegan-TensorFlow', 'https://github.com/QuangBK/cStyleGAN', 'https://github.com/ayiyoh/style-gan-pytorch', 'https://github.com/podgorskiy/StyleGAN_Blobless', 'https://github.com/woctezuma/steam-stylegan2', 'https://github.com/Tejas-Nanaware/GAN-Anime-Characters', 'https://github.com/perplexingpegasus/EarthLandscapeGAN', 'https://github.com/mokeam/StatueStyleGAN', 'https://github.com/mgmk2/StyleGAN', 'https://github.com/isaacschaal/SG_training', 'https://github.com/stefkim/stylegan-batik', 'https://github.com/yaxingwang/DeepI2I', 'https://github.com/sidward14/gan-lab', 'https://github.com/woctezuma/stylegan2-projecting-images', 'https://github.com/ariel415el/ALAE', 'https://github.com/taki0112/StyleGAN-Tensorflow', 'https://github.com/ravinderpayal/stylegan_fashion', 'https://github.com/facebookresearch/pytorch_GAN_zoo', 'https://github.com/pfnet-research/chainer-stylegan', 'https://github.com/Meghraj-Webllisto/stylegan', 'https://github.com/khurram702/StyleBasedGAN', 'https://github.com/cryu854/StyleGAN2', 'https://github.com/avakong/stylegan-test', 'https://github.com/NVlabs/ffhq-dataset', 'https://github.com/jooyae/NVIDIA_STYLEGAN', 'https://github.com/cc-hpc-itwm/DeepFakeDetection', 'https://github.com/manicman1999/StyleGAN-Keras', 'https://github.com/celdeldel/style_conditionnal_gan', 'https://github.com/delta6189/Anime-Sketch-Colorizer', 'https://github.com/Aruie/Aru_StyleGAN', 'https://github.com/ayushgupta9198/gan', 'https://github.com/sergkuzn148/stg', 'https://github.com/slee5777/StyleGAN', 'https://github.com/RyanWu2233/Style_GAN2_FFHQ', 'https://github.com/mkulaczkowski/mixedstylegan', 'https://github.com/manicman1999/StyleGAN-Tensorflow-2.0', 'https://github.com/woctezuma/steam-stylegan2-ada', 'https://github.com/freegyp/stylegan-keras-ece655', 'https://github.com/casey-barr/generative-models-in-tensorflow', 'https://github.com/yan-roo/FakeFace', 'https://github.com/huangzh13/StyleGAN.pytorch', 'https://github.com/MrWednes/CopyNVlab', 'https://github.com/foamliu/StyleGAN-PyTorch', 'https://github.com/ShenYujun/InterFaceGAN', 'https://github.com/dhruvgrover1251/Playing_with_GANs', 'https://github.com/ayushgupta9198/stylegan', 'https://github.com/khursani8/styletest', 'https://github.com/jimzers/stylegan2-colabs', 'https://github.com/irynakostyshyn/A-Style-Based-Generator-Architecture-for-GAN', 'https://github.com/rosinality/style-based-gan-pytorch', 'https://github.com/HSabbar/Generation-lyrics-PNL', 'https://github.com/SiskonEmilia/StyleGAN-PyTorch']"
Semantic Bottleneck Scene Generation Edit social previewSemantic Bottleneck Scene Generation Edit social preview,"['IMAGE-TO-IMAGE TRANSLATION', 'SCENE GENERATION', 'IMAGE GENERATION', 'CONDITIONAL IMAGE GENERATION']","['', ' Cityscapes ', ' ADE20K ']","['https://github.com/liorfrenkel1992/SB-GAN', 'https://github.com/azadis/SB-GAN']"
MSG-GAN: Multi-Scale Gradients for Generative Adversarial Networks Edit social previewMSG-GAN: Multi-Scale Gradients for Generative Adversarial Networks Edit social preview,['IMAGE GENERATION'],"['', ' FFHQ ', ' Oxford 102 Flower ', ' CelebA-HQ ']","['https://github.com/Iceland-Leo/Style-MSG-GAN', 'https://github.com/akanimax/msg-stylegan-tf', 'https://github.com/manicman1999/StyleGAN-Tensorflow-2.0', 'https://github.com/leopolddavid/my-BMSG-GAN', 'https://github.com/akanimax/BMSG-GAN']"
Analyzing and Improving the Image Quality of StyleGAN Edit social previewAnalyzing and Improving the Image Quality of StyleGAN Edit social preview,['IMAGE GENERATION'],"['', ' FFHQ ', ' LSUN ']","['https://github.com/RuiLiFeng/invGAN', 'https://github.com/RuiLiFeng/LAE', 'https://github.com/lin-zhao-resoLve/stylegan2-master', 'https://github.com/Takuya-Shuto-engineer/PokemonGAN', 'https://github.com/eps696/stylegan2', 'https://github.com/tr1pzz/stylegan2-pytorch', 'https://github.com/Bakikii/stylegan2', 'https://github.com/cryu854/StyleGAN2', 'https://github.com/rosinality/stylegan2-pytorch', 'https://github.com/Ichi-Mark-Kate/Cowboy-StyleGAN-2', 'https://github.com/NawafAlsuwailem/artathon_code', 'https://github.com/b4nn3d/stylegan2', 'https://github.com/RyanWu2233/Style_GAN2_FFHQ', 'https://github.com/rolux/stylegan2encoder', 'https://github.com/tomguluson92/StyleGAN2_PyTorch', 'https://github.com/huangzh13/StyleGAN2.pytorch', 'https://github.com/cbhower/style-gan-music-video', 'https://github.com/cwvisuals/StyleGAN2', 'https://github.com/RuiLiFeng/noise', 'https://github.com/nekitmm/StyleGan2', 'https://github.com/dorarad/gansformer', 'https://github.com/DaVran369/face', 'https://github.com/robertluxemburg/stylegan2encoder', 'https://github.com/kh12lee/kh_lee', 'https://github.com/sidward14/gan-lab', 'https://github.com/mhuse/StyleGAN2LatentspaceInterpolation', 'https://github.com/Ajasra/tattoo', 'https://github.com/Uemuet/imet', 'https://github.com/Ajasra/TattooStyleGAN2', 'https://github.com/LightNormal/StyleGAN2withGUI', 'https://github.com/mmetaa/stylegan2', 'https://github.com/Uemuet/stylegan2', 'https://github.com/EmptySamurai/pytorch-reconet', 'https://github.com/Uemuet/stylegan22', 'https://github.com/bgtripp/stylegan2glacier', 'https://github.com/Bakikii/stylegan2-pytorch23', 'https://github.com/lucidrains/stylegan2-pytorch', 'https://github.com/HighCWu/stylegan2-paddle', 'https://github.com/cyrilzakka/stylegan2-tpu', 'https://github.com/amirhb29/StyleGAN2_Style-Mixing', 'https://github.com/Uemuet/-gan', 'https://github.com/b4nn3d/stylegan2encoder', 'https://github.com/xunings/styleganime2', 'https://github.com/Nirav-Agarwal/GANs', 'https://github.com/cto300/stylegan2', 'https://github.com/minyoungg/GAN-Transform-and-Project', 'https://github.com/XieBaoshi/stylegan', 'https://github.com/woctezuma/stylegan2-projecting-images', 'https://github.com/Kate589/gan', 'https://github.com/SpikeKing/stylegan2encoder-my', 'https://github.com/Di-Is/stylegan2-ada-pytorch', 'https://github.com/rolux/stylegan2tpu', 'https://github.com/mbbrodie/stylegan2', 'https://github.com/Ajasra/stylegan2', 'https://github.com/minyoungg/pix2latent', 'https://github.com/srinivas1857-ton/toonify-poc', 'https://github.com/cwvisuals/FleshDigressions', 'https://github.com/cffo/stylegan2-encoder', 'https://github.com/a-mcego/stylegannish', 'https://github.com/oilst-source/mango-futurism', 'https://github.com/tjwei/stylegan2_workshop', 'https://github.com/RyanWu2233/Style_GAN2_TWDNE', 'https://github.com/spacegoing/stylegan2', 'https://github.com/manicman1999/StyleGAN2-Tensorflow-2.0', 'https://github.com/SiavashCS/sgan_simple', 'https://github.com/hussain18804/toonify-poc', 'https://github.com/xx88xx/stylegan2ky', 'https://github.com/akashgit/stylegan2_wt', 'https://github.com/ShreyasArthur/StyleGAN-2-with-Urban-Plans', 'https://github.com/santoshchaurasiyacs/StyleGANv2', 'https://github.com/jdbugs/stylegan2encoder', 'https://github.com/christophmeyer/stylegan2-tf2', 'https://github.com/Xiaomao136/stylegan2-faceswap', 'https://github.com/alekseynp/stylegan2-pytorch', 'https://github.com/NVlabs/stylegan2', 'https://github.com/Herge/GAN2', 'https://github.com/woctezuma/steam-stylegan2-ada', 'https://github.com/ohomburg/stylegan', 'https://github.com/jdbugs/stylegan2', 'https://github.com/JCBrouwer/maua-stylegan2', 'https://github.com/rosasalberto/StyleGAN2-TensorFlow-2.x', 'https://github.com/Heliang-Zheng/Style2', 'https://github.com/jimzers/stylegan2-colabs', 'https://github.com/simplerick/stylegan2_pytorch', 'https://github.com/Error-code404/Random-Unreal-Face', 'https://github.com/marciopuga/persian-stylegan', 'https://github.com/Uemuet/imet2', 'https://github.com/cbritom/GAN', 'https://github.com/Uemuet/gan2']"
GENESIS: Generative Scene Inference and Sampling with Object-Centric Latent Representations Edit social previewGENESIS: Generative Scene Inference and Sampling with Object-Centric Latent Representations Edit social preview,"['IMAGE GENERATION', 'REPRESENTATION LEARNING', 'OBJECT DISCOVERY', 'SCENE GENERATION', 'LATENT VARIABLE MODELS']","['', ' GQN rooms-ring-camera ', ' ShapeStacks ']",['https://github.com/applied-ai-lab/genesis']
Image Generators with Conditionally-Independent Pixel Synthesis Edit social previewImage Generators with Conditionally-Independent Pixel Synthesis Edit social preview,['IMAGE GENERATION'],"['', ' FFHQ ', ' LSUN ']",['https://github.com/saic-mdal/CIPS']
Dual Contradistinctive Generative Autoencoder Edit social previewDual Contradistinctive Generative Autoencoder Edit social preview,"['REPRESENTATION LEARNING', 'IMAGE INTERPOLATION', 'IMAGE GENERATION', 'IMAGE RECONSTRUCTION']","['', ' CelebA ', ' LSUN ', ' STL-10 ', ' CIFAR-10 ', ' CelebA-HQ ']",[]
Anycost GANs for Interactive Image Synthesis and Editing Edit social previewAnycost GANs for Interactive Image Synthesis and Editing Edit social preview,['IMAGE GENERATION'],[''],['https://github.com/mit-han-lab/anycost-gan']
When AWGN-based Denoiser Meets Real Noises Edit social previewWhen AWGN-based Denoiser Meets Real Noises Edit social preview,['DENOISING'],[''],"['https://github.com/kritiksoman/GIMP-ML', 'https://github.com/yzhouas/PD-Denoising-pytorch']"
EDCNN: Edge enhancement-based Densely Connected Network with Compound Loss for Low-Dose CT Denoising Edit social previewEDCNN: Edge enhancement-based Densely Connected Network with Compound Loss for Low-Dose CT Denoising Edit social preview,"['COMPUTED TOMOGRAPHY (CT)', 'DENOISING', 'IMAGE DENOISING']","['', ' ImageNet ']",['https://github.com/workingcoder/EDCNN']
Understanding Back-Translation at Scale Edit social previewUnderstanding Back-Translation at Scale Edit social preview,['MACHINE TRANSLATION'],"['', ' WMT 2014 ']","['https://github.com/pytorch/fairseq', 'https://github.com/facebookresearch/fairseq-py']"
Very Deep Transformers for Neural Machine Translation Edit social previewVery Deep Transformers for Neural Machine Translation Edit social preview,['MACHINE TRANSLATION'],"['', ' WMT 2014 ']",['https://github.com/LiyuanLucasLiu/Transformer-Clinic']
A Simple but Tough-to-Beat Data Augmentation Approach for Natural Language Understanding and Generation Edit social previewA Simple but Tough-to-Beat Data Augmentation Approach for Natural Language Understanding and Generation Edit social preview,"['NATURAL LANGUAGE UNDERSTANDING', 'MACHINE TRANSLATION', 'DATA AUGMENTATION']",[''],['https://github.com/dinghanshen/Cutoff']
Improving Neural Language Modeling via Adversarial Training Edit social previewImproving Neural Language Modeling via Adversarial Training Edit social preview,"['LANGUAGE MODELLING', 'MACHINE TRANSLATION']","['', ' WikiText-2 ', ' WikiText-103 ', ' Penn Treebank ']",['https://github.com/ChengyueGongR/advsoft']
Language Models not just for Pre-training: Fast Online Neural Noisy Channel Modeling Edit social previewLanguage Models not just for Pre-training: Fast Online Neural Noisy Channel Modeling Edit social preview,['MACHINE TRANSLATION'],"['', ' CCNet ', ' WMT 2016 ']",['https://github.com/pytorch/fairseq/tree/master/examples/fast_noisy_channel']
Incorporating a Local Translation Mechanism into Non-autoregressive Translation Edit social previewIncorporating a Local Translation Mechanism into Non-autoregressive Translation Edit social preview,['MACHINE TRANSLATION'],"['', ' WMT 2014 ']",['https://github.com/shawnkx/NAT-with-Local-AT']
Multi-Agent Dual Learning Edit social previewMulti-Agent Dual Learning Edit social preview,['MACHINE TRANSLATION'],"['', ' WMT 2016 ', ' Cityscapes ']",[]
